ScenarioID,DroneID,Frame,Time,X,Y,Z,Vel,VelX,VelY,VelZ,AngVelX,AngVelY,AngVelZ,Roll,Pitch,Yaw,Role,Intent,Target,IsObserver,TimeStr
A-DEN,Drone1,1,0.266,5.978,29.503,-15.123,1.476,-1.100,-0.934,-0.309,-0.250113,0.035903,2.359638,-0.020171,0.191369,2.666010,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.241Z
A-DEN,Drone2,1,0.266,-12.417,-11.868,-16.470,3.183,3.141,-0.515,0.002,0.000666,0.000014,-0.006382,-0.006715,-0.002625,-0.168919,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.257Z
A-DEN,Drone3,1,0.266,29.189,14.199,-17.444,3.524,-2.566,2.415,-0.033,-0.004388,0.018250,-0.144635,-0.019456,-0.039966,2.324650,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.333Z
A-DEN,Drone4,1,0.266,20.545,27.642,-17.936,1.891,0.131,1.850,-0.369,1.272848,0.407658,0.454013,0.246664,0.157185,1.550563,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.341Z
A-DEN,Drone5,1,0.266,17.634,16.664,-19.436,3.126,-2.100,2.316,0.003,-0.000580,0.000048,-0.014085,-0.006519,-0.004143,2.297034,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.351Z
A-DEN,Drone6,1,0.266,18.247,33.901,-20.609,1.438,1.094,0.550,-0.755,-0.115092,-0.259433,1.629383,0.398493,0.161628,0.860157,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.459Z
A-DEN,Drone7,1,0.266,26.982,-0.302,-16.225,2.139,1.089,-0.031,-1.841,0.000001,-0.000001,0.000011,-0.000783,-0.000000,-0.028094,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.471Z
A-DEN,Drone8,1,0.266,2.448,-18.580,-22.264,2.429,-0.980,2.222,0.010,-0.004052,0.007658,0.083250,-0.009313,0.007343,1.999658,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.475Z
A-DEN,Drone9,1,0.266,-36.174,33.511,-22.787,2.449,-1.508,1.360,-1.369,-0.000032,0.902989,0.000596,0.087409,0.000066,2.407984,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.520Z
A-DEN,Drone10,1,0.266,14.959,10.987,-24.080,2.017,2.005,0.222,0.003,0.005137,0.000078,0.023046,-0.002738,0.000816,0.113446,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.559Z
A-DEN,Drone11,1,0.266,26.774,15.394,-19.595,2.314,1.071,0.611,-1.959,0.000013,0.000030,0.000035,-0.001017,-0.000013,0.517983,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.620Z
A-DEN,Drone12,1,0.266,-20.188,7.841,-26.242,2.000,-1.250,1.561,0.003,-0.002066,0.000010,-0.007707,-0.002621,0.000037,2.245932,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.696Z
A-DEN,Drone1,2,0.962,5.268,28.822,-15.209,2.106,-1.470,-1.506,-0.061,-0.035056,0.127289,1.892068,-0.088085,0.013393,-2.321227,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.962Z
A-DEN,Drone2,2,0.962,-10.703,-12.153,-16.469,3.182,3.139,-0.527,0.003,0.002055,0.000016,-0.000557,-0.006711,-0.001812,-0.170752,EGO,Patrolling,N/A,0,2025-06-20T11:31:04.983Z
A-DEN,Drone3,2,0.962,27.835,15.550,-17.458,3.556,-2.448,2.579,-0.018,0.024780,0.009677,-0.049993,-0.014958,-0.032214,2.253083,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.122Z
A-DEN,Drone4,2,0.962,20.097,28.206,-18.404,1.780,-1.534,0.143,-0.891,-0.332319,0.057192,2.234650,-0.023555,0.289658,2.453202,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.205Z
A-DEN,Drone5,2,0.962,16.280,18.170,-19.434,3.126,-2.081,2.332,0.003,0.002928,0.000042,-0.002611,-0.006510,-0.003176,2.291689,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.212Z
A-DEN,Drone6,2,0.962,18.277,33.919,-21.080,0.641,-0.571,-0.272,-0.104,-0.295788,0.019323,2.415389,-0.025569,0.219688,2.119384,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.273Z
A-DEN,Drone7,2,0.962,27.652,-0.321,-17.357,2.139,1.089,-0.031,-1.841,0.000001,0.000004,0.000007,-0.000781,0.000000,-0.028088,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.361Z
A-DEN,Drone8,2,0.962,1.807,-17.157,-22.259,2.451,-1.021,2.228,0.007,-0.006863,0.003084,-0.027009,-0.006193,0.003420,2.014860,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.384Z
A-DEN,Drone9,2,0.962,-36.731,34.087,-23.198,1.038,0.527,-0.107,-0.888,0.226895,-0.287150,-1.868324,0.342750,-0.259386,1.852073,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.457Z
A-DEN,Drone10,2,0.962,16.325,11.142,-24.078,2.017,2.004,0.235,0.003,0.000508,0.000051,0.014747,-0.002725,0.002662,0.127182,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.486Z
A-DEN,Drone11,2,0.962,27.510,15.814,-20.941,2.314,1.071,0.611,-1.959,0.000005,0.000014,-0.000023,-0.001001,-0.000006,0.518051,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.550Z
A-DEN,Drone12,2,0.962,-20.990,8.844,-26.240,2.000,-1.247,1.563,0.003,-0.000665,0.000005,-0.006556,-0.002619,-0.000841,2.241062,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.563Z
A-DEN,Drone1,3,1.883,4.222,27.730,-15.203,2.450,-1.696,-1.768,-0.032,-0.027220,0.048531,-0.834882,-0.035203,-0.007749,-2.310871,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.881Z
A-DEN,Drone2,3,1.883,-8.529,-12.521,-16.467,3.182,3.137,-0.534,0.003,0.001940,0.000006,0.003589,-0.006703,-0.000336,-0.169445,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.922Z
A-DEN,Drone3,3,1.883,26.242,17.312,-17.464,3.575,-2.351,2.693,-0.004,0.031989,0.003451,0.039613,-0.010590,-0.012020,2.265193,EGO,Patrolling,N/A,0,2025-06-20T11:31:05.994Z
A-DEN,Drone4,3,1.883,18.869,28.039,-18.470,2.322,-2.227,-0.627,0.201,-0.007296,0.201846,0.879536,-0.124842,0.027803,-2.496194,EGO,Patrolling,N/A,0,2025-06-20T11:31:06.091Z
A-DEN,Drone5,3,1.883,14.910,19.713,-19.433,3.126,-2.071,2.341,0.003,0.003293,0.000018,0.004931,-0.006489,-0.000981,2.292790,EGO,Patrolling,N/A,0,2025-06-20T11:31:06.134Z
A-DEN,Drone6,3,1.883,17.625,33.614,-20.941,1.533,-1.335,-0.621,0.428,0.015490,0.128321,1.563815,-0.086175,-0.006556,-2.629912,EGO,Patrolling,N/A,0,2025-06-20T11:31:06.144Z
A-DEN,Drone7,3,1.883,28.322,-0.339,-18.490,2.139,1.089,-0.031,-1.841,0.000000,-0.000039,0.000002,-0.000782,0.000000,-0.028085,EGO,Patrolling,N/A,0,2025-06-20T11:31:06.155Z
A-DEN,Drone8,3,1.883,1.118,-15.666,-22.255,2.460,-1.033,2.233,0.005,-0.004724,0.001135,-0.011481,-0.004871,-0.000599,2.001081,EGO,Patrolling,N/A,0,2025-06-20T11:31:06.284Z
A-DEN,Drone9,3,1.883,-35.886,33.648,-23.570,2.176,1.873,-1.064,0.307,0.263009,0.116253,-2.443639,-0.094418,-0.196059,0.527002,EGO,Patrolling,N/A,0,2025-06-20T11:31:06.312Z
A-DEN,Drone10,3,1.883,17.544,11.290,-24.076,2.017,2.002,0.250,0.003,-0.002115,0.000036,0.001648,-0.002710,0.002048,0.132114,EGO,Patrolling,N/A,0,2025-06-20T11:31:06.335Z
A-DEN,Drone11,3,1.883,28.188,16.200,-22.180,2.314,1.071,0.611,-1.959,0.000045,-0.000012,0.000244,-0.000998,0.000006,0.518056,EGO,Patrolling,N/A,0,2025-06-20T11:31:06.487Z
A-DEN,Drone12,3,1.883,-21.960,10.065,-26.237,1.999,-1.242,1.567,0.003,0.000597,0.000006,-0.001512,-0.002617,-0.000790,2.237877,EGO,Patrolling,N/A,0,2025-06-20T11:31:06.628Z
A-DEN,Drone1,4,2.918,2.906,26.405,-15.218,2.585,-1.862,-1.794,-0.013,-0.004621,0.015974,0.096097,-0.015328,-0.017757,-2.428488,EGO,Patrolling,N/A,0,2025-06-20T11:31:06.910Z
A-DEN,Drone2,4,2.918,-6.044,-12.944,-16.465,3.182,3.138,-0.532,0.003,0.000602,0.000002,0.003419,-0.006702,0.000673,-0.166394,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.025Z
A-DEN,Drone3,4,2.918,24.424,19.416,-17.465,3.583,-2.347,2.707,-0.000,0.015696,0.000888,0.051322,-0.009113,0.006886,2.299591,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.039Z
A-DEN,Drone4,4,2.918,17.090,27.360,-18.472,2.747,-2.490,-1.157,0.078,0.048350,0.162807,0.063210,-0.022209,0.057704,-2.645734,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.049Z
A-DEN,Drone5,4,2.918,13.531,21.272,-19.431,3.126,-2.071,2.341,0.003,0.001688,0.000003,0.006280,-0.006482,0.000708,2.296830,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.059Z
A-DEN,Drone6,4,2.918,16.583,33.128,-20.829,1.853,-1.672,-0.784,-0.149,-0.002105,0.046730,-0.648009,-0.031099,0.000048,-2.681187,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.235Z
A-DEN,Drone7,4,2.918,29.184,-0.364,-19.948,2.139,1.089,-0.031,-1.841,-0.000001,-0.000002,-0.000011,-0.000795,0.000000,-0.028082,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.349Z
A-DEN,Drone8,4,2.918,0.319,-13.927,-22.252,2.464,-1.022,2.242,0.004,-0.000308,0.000385,-0.012168,-0.004354,-0.002486,1.990744,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.417Z
A-DEN,Drone9,4,2.918,-34.086,32.587,-23.381,3.134,2.691,-1.602,0.109,-0.016027,0.094063,0.000649,-0.065596,0.023720,-0.872242,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.452Z
A-DEN,Drone10,4,2.918,19.087,11.487,-24.073,2.017,2.001,0.258,0.003,-0.002239,0.000012,-0.007757,-0.002689,0.000172,0.129008,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.457Z
A-DEN,Drone11,4,2.918,28.937,16.627,-23.550,2.314,1.071,0.611,-1.959,0.000023,-0.000005,0.000383,-0.001005,0.000030,0.518353,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.466Z
A-DEN,Drone12,4,2.918,-22.630,10.911,-26.236,1.999,-1.239,1.569,0.003,0.000819,0.000004,0.001251,-0.002615,-0.000385,2.237872,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.476Z
A-DEN,Drone1,5,3.890,1.605,25.206,-15.223,2.627,-1.969,-1.739,-0.004,0.012591,0.006117,-0.062068,-0.008889,-0.013719,-2.458791,EGO,Patrolling,N/A,0,2025-06-20T11:31:07.942Z
A-DEN,Drone2,5,3.890,-4.152,-13.264,-16.463,3.182,3.138,-0.528,0.003,-0.000273,0.000004,0.001559,-0.006702,0.000737,-0.164868,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.031Z
A-DEN,Drone3,5,3.890,22.953,21.086,-17.465,3.585,-2.394,2.668,0.000,0.000352,0.000503,0.031063,-0.008980,0.011395,2.326795,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.041Z
A-DEN,Drone4,5,3.890,15.713,26.570,-18.531,2.379,-1.904,-1.424,-0.059,-0.078127,-0.359284,0.776864,-0.067415,0.119924,-2.060580,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.048Z
A-DEN,Drone5,5,3.890,12.256,22.711,-19.429,3.126,-2.076,2.337,0.003,0.000070,0.000003,0.003838,-0.006482,0.001209,2.300044,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.059Z
A-DEN,Drone6,5,3.890,15.451,32.597,-20.855,1.956,-1.771,-0.829,-0.019,-0.001828,0.014321,0.181819,-0.012160,-0.001019,-2.717741,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.171Z
A-DEN,Drone7,5,3.890,29.826,-0.382,-20.857,1.130,1.021,-0.029,-0.484,0.000000,0.157859,-0.000010,0.099785,-0.000001,-0.028092,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.244Z
A-DEN,Drone8,5,3.890,-0.230,-12.715,-22.250,2.465,-1.011,2.249,0.003,0.001641,0.000191,-0.002446,-0.004215,-0.002048,1.986878,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.255Z
A-DEN,Drone9,5,3.890,-32.342,31.560,-23.445,3.398,2.937,-1.706,-0.125,0.015258,0.038569,0.311195,-0.032046,0.006333,-0.424005,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.368Z
A-DEN,Drone10,5,3.890,20.300,11.643,-24.071,2.017,2.001,0.256,0.003,-0.000907,0.000005,-0.007242,-0.002687,-0.000794,0.124162,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.389Z
A-DEN,Drone11,5,3.890,29.659,17.038,-24.794,1.610,1.047,0.597,-1.068,-0.000017,0.402174,0.000320,0.084250,0.000048,0.518614,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.481Z
A-DEN,Drone12,5,3.890,-23.511,12.027,-26.233,1.999,-1.238,1.569,0.003,0.000480,0.000001,0.002326,-0.002613,0.000100,2.239335,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.529Z
A-DEN,Drone1,6,4.765,0.545,24.292,-15.224,2.641,-2.015,-1.708,-0.000,0.014841,0.002775,0.039609,-0.006633,-0.006071,-2.458149,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.748Z
A-DEN,Drone2,6,4.765,-2.391,-13.559,-16.462,3.182,3.139,-0.525,0.003,-0.000617,0.000003,-0.000093,-0.006701,0.000462,-0.164481,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.817Z
A-DEN,Drone3,6,4.765,21.619,22.549,-17.465,3.586,-2.436,2.631,0.001,-0.007770,0.000345,0.007163,-0.008854,0.008945,2.337027,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.850Z
A-DEN,Drone4,6,4.765,14.737,25.577,-18.579,2.663,-1.621,-2.111,-0.054,-0.064209,0.090794,-0.111608,-0.083947,0.080186,-1.983861,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.866Z
A-DEN,Drone5,6,4.765,11.071,24.042,-19.428,3.126,-2.081,2.333,0.003,-0.000828,0.000006,0.000893,-0.006482,0.000947,2.301378,EGO,Patrolling,N/A,0,2025-06-20T11:31:08.996Z
A-DEN,Drone6,6,4.765,14.327,32.074,-20.852,1.993,-1.809,-0.836,-0.010,0.000255,0.004921,-0.067694,-0.006198,-0.001551,-2.708863,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.033Z
A-DEN,Drone7,6,4.765,30.276,-0.476,-20.826,0.745,0.290,-0.647,-0.232,0.047523,-0.026142,-1.543274,0.070170,-0.247072,-0.318920,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.100Z
A-DEN,Drone8,6,4.765,-0.858,-11.310,-22.248,2.466,-1.003,2.253,0.003,0.002155,0.000077,0.003417,-0.004135,-0.000783,1.987433,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.114Z
A-DEN,Drone9,6,4.765,-30.683,30.614,-23.454,3.479,3.038,-1.696,-0.051,-0.001450,0.016184,-0.154689,-0.017716,0.011619,-0.491915,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.159Z
A-DEN,Drone10,6,4.765,21.543,11.800,-24.069,2.017,2.002,0.251,0.003,0.000402,0.000005,-0.002777,-0.002686,-0.000908,0.120971,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.320Z
A-DEN,Drone11,6,4.765,30.049,17.370,-24.924,0.760,-0.385,0.551,-0.354,-0.131326,-0.088801,1.595949,0.220297,0.286097,0.862474,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.328Z
A-DEN,Drone12,6,4.765,-24.236,12.945,-26.231,1.999,-1.239,1.568,0.003,0.000114,0.000001,0.001802,-0.002613,0.000276,2.240562,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.339Z
A-DEN,Drone1,7,5.498,-0.602,23.326,-15.224,2.649,-2.028,-1.703,0.001,0.010330,0.001059,0.028732,-0.005579,0.001194,-2.438072,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.531Z
A-DEN,Drone2,7,5.498,-0.715,-13.838,-16.461,3.182,3.139,-0.523,0.003,-0.000582,0.000003,-0.000984,-0.006700,0.000130,-0.164802,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.541Z
A-DEN,Drone3,7,5.498,20.148,24.119,-17.464,3.586,-2.464,2.606,0.002,-0.009286,0.000145,-0.010051,-0.008706,0.003512,2.335651,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.651Z
A-DEN,Drone4,7,5.498,13.832,24.172,-18.588,2.918,-1.435,-2.541,0.010,-0.077174,0.049639,-0.011273,-0.039833,0.036511,-1.997609,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.662Z
A-DEN,Drone5,7,5.498,9.841,25.420,-19.426,3.126,-2.083,2.330,0.003,-0.000986,0.000003,-0.001229,-0.006480,0.000379,2.301212,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.663Z
A-DEN,Drone6,7,5.498,13.471,31.680,-20.857,2.005,-1.822,-0.835,-0.009,0.000883,0.003148,0.010790,-0.004257,-0.001206,-2.721474,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.678Z
A-DEN,Drone7,7,5.498,30.268,-0.964,-20.970,1.491,-0.266,-1.453,-0.204,0.164697,0.135782,-2.338835,-0.096959,-0.145044,-1.214160,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.687Z
A-DEN,Drone8,7,5.498,-1.364,-10.174,-22.247,2.467,-1.002,2.254,0.003,0.001529,0.000035,0.005271,-0.004108,0.000152,1.989732,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.830Z
A-DEN,Drone9,7,5.498,-29.054,29.722,-23.445,3.512,3.093,-1.664,-0.013,-0.008734,0.006536,0.086305,-0.012544,0.008580,-0.482464,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.840Z
A-DEN,Drone10,7,5.498,22.473,11.916,-24.068,2.017,2.002,0.247,0.003,0.000870,0.000003,0.000504,-0.002684,-0.000591,0.120475,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.867Z
A-DEN,Drone11,7,5.498,29.445,17.659,-25.227,2.033,-1.876,0.637,-0.456,-0.281900,0.089591,2.356884,-0.064285,0.213943,1.813436,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.980Z
A-DEN,Drone12,7,5.498,-24.849,13.721,-26.230,1.999,-1.240,1.567,0.003,-0.000113,0.000003,0.000802,-0.002612,0.000267,2.241219,EGO,Patrolling,N/A,0,2025-06-20T11:31:09.990Z
A-DEN,Drone1,8,6.289,-1.745,22.362,-15.223,2.653,-2.019,-1.720,0.002,0.003360,0.000470,0.028174,-0.005231,0.004975,-2.421834,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.279Z
A-DEN,Drone2,8,6.289,1.102,-14.141,-16.459,3.182,3.139,-0.523,0.003,-0.000313,0.000001,-0.001117,-0.006699,-0.000128,-0.165447,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.328Z
A-DEN,Drone3,8,6.289,18.748,25.594,-17.462,3.585,-2.468,2.600,0.003,-0.002437,0.024368,-0.009539,-0.005894,-0.000338,2.328427,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.406Z
A-DEN,Drone4,8,6.289,12.991,22.598,-18.579,3.043,-1.409,-2.697,0.016,-0.062238,0.020361,-0.176175,-0.019418,-0.004327,-2.059431,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.465Z
A-DEN,Drone5,8,6.289,8.584,26.825,-19.425,3.126,-2.084,2.330,0.003,-0.000622,-0.000000,-0.001862,-0.006479,-0.000116,2.300204,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.473Z
A-DEN,Drone6,8,6.289,12.326,31.157,-20.842,2.011,-1.830,-0.833,0.003,0.001124,0.001245,-0.001172,-0.003331,-0.000570,-2.715045,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.550Z
A-DEN,Drone7,8,6.289,29.929,-2.139,-21.003,2.141,-0.700,-2.024,0.020,0.018718,0.102691,0.330206,-0.070860,0.000790,-2.202032,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.607Z
A-DEN,Drone8,8,6.289,-1.981,-8.788,-22.245,2.467,-1.005,2.253,0.003,0.000406,0.000015,0.004072,-0.004096,0.000730,1.992754,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.674Z
A-DEN,Drone9,8,6.289,-27.047,28.657,-23.450,3.529,3.125,-1.641,-0.005,-0.008871,0.002509,-0.036415,-0.009832,0.002489,-0.475301,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.739Z
A-DEN,Drone10,8,6.289,23.765,12.074,-24.066,2.017,2.002,0.245,0.003,0.000768,-0.000000,0.002810,-0.002682,-0.000028,0.121709,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.775Z
A-DEN,Drone11,8,6.289,28.057,18.048,-25.360,2.763,-2.680,0.674,-0.021,-0.016325,0.141712,0.977273,-0.094717,-0.005211,3.103703,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.815Z
A-DEN,Drone12,8,6.289,-25.620,14.694,-26.228,1.998,-1.241,1.566,0.003,-0.000258,0.000001,-0.000291,-0.002611,0.000138,2.241348,EGO,Patrolling,N/A,0,2025-06-20T11:31:10.896Z
A-DEN,Drone1,9,7.128,-3.023,21.259,-15.222,2.655,-2.000,-1.747,0.002,-0.002739,0.000232,0.009773,-0.005086,0.004906,-2.409161,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.154Z
A-DEN,Drone2,9,7.128,3.052,-14.466,-16.458,3.182,3.138,-0.524,0.003,-0.000012,-0.000006,-0.000702,-0.006698,-0.000223,-0.166033,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.175Z
A-DEN,Drone3,9,7.128,17.401,27.015,-17.489,3.283,-2.233,2.359,-0.474,0.375159,1.268073,0.014260,0.231488,-0.000428,2.325058,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.205Z
A-DEN,Drone4,9,7.128,12.201,21.130,-18.573,3.089,-1.517,-2.691,0.003,-0.032299,0.010144,-0.169204,-0.013450,-0.029323,-2.157994,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.239Z
A-DEN,Drone5,9,7.128,7.459,28.084,-19.423,3.126,-2.083,2.331,0.003,-0.000181,0.000002,-0.001459,-0.006479,-0.000329,2.299280,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.259Z
A-DEN,Drone6,9,7.128,11.304,30.692,-20.828,2.014,-1.833,-0.832,0.068,0.000810,-0.000872,0.002322,-0.002902,-0.000017,-2.715820,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.323Z
A-DEN,Drone7,9,7.128,29.487,-3.364,-21.010,2.391,-0.815,-2.248,-0.005,0.045942,0.037913,0.260891,-0.032239,0.004658,-1.830879,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.376Z
A-DEN,Drone8,9,7.128,-2.540,-7.538,-22.243,2.467,-1.009,2.252,0.003,-0.000373,0.000008,0.001615,-0.004091,0.000712,1.994345,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.425Z
A-DEN,Drone9,9,7.128,-25.498,27.846,-23.452,3.535,3.131,-1.641,-0.002,-0.005801,0.001062,-0.010666,-0.008990,-0.001127,-0.487285,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.453Z
A-DEN,Drone10,9,7.128,24.804,12.202,-24.064,2.017,2.002,0.246,0.003,0.000356,0.000002,0.002650,-0.002681,0.000267,0.123191,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.498Z
A-DEN,Drone11,9,7.128,26.674,18.388,-25.371,3.065,-2.977,0.731,-0.052,-0.032197,0.066480,-0.864398,-0.047475,-0.008170,2.957597,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.506Z
A-DEN,Drone12,9,7.128,-26.163,15.380,-26.226,1.998,-1.241,1.566,0.003,-0.000209,0.000000,-0.000647,-0.002611,0.000034,2.241120,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.514Z
A-DEN,Drone1,10,7.762,-3.902,20.485,-15.221,2.657,-1.989,-1.761,0.003,-0.004493,0.000132,-0.001481,-0.005014,0.003230,-2.407527,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.821Z
A-DEN,Drone2,10,7.762,4.407,-14.693,-16.456,3.182,3.138,-0.525,0.003,0.000125,-0.000002,-0.000287,-0.006699,-0.000194,-0.166246,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.842Z
A-DEN,Drone3,10,7.762,16.603,27.671,-17.748,1.651,-1.318,0.363,-0.926,-0.258831,-0.185422,1.789022,0.311416,0.315771,2.806848,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.853Z
A-DEN,Drone4,10,7.762,11.518,19.980,-18.574,3.104,-1.648,-2.630,-0.003,0.001881,0.007403,-0.106076,-0.011766,-0.035029,-2.219282,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.937Z
A-DEN,Drone5,10,7.762,6.459,29.203,-19.422,3.126,-2.082,2.332,0.003,0.000125,-0.000000,-0.000742,-0.006480,-0.000337,2.298746,EGO,Patrolling,N/A,0,2025-06-20T11:31:11.949Z
A-DEN,Drone6,10,7.762,10.468,30.313,-20.821,2.014,-1.834,-0.833,0.009,0.000419,0.000386,0.003918,-0.002949,0.000255,-2.714024,EGO,Patrolling,N/A,0,2025-06-20T11:31:12.004Z
A-DEN,Drone7,10,7.762,29.155,-4.309,-21.012,2.475,-0.787,-2.346,-0.004,0.028307,0.022646,-0.036964,-0.020307,0.019960,-1.821202,EGO,Patrolling,N/A,0,2025-06-20T11:31:12.019Z
A-DEN,Drone8,10,7.762,-3.001,-6.511,-22.241,2.468,-1.012,2.251,0.003,-0.000653,0.000003,-0.000201,-0.004089,0.000465,1.994647,EGO,Patrolling,N/A,0,2025-06-20T11:31:12.113Z
A-DEN,Drone9,10,7.762,-24.024,27.071,-23.453,3.537,3.128,-1.651,-0.000,-0.002256,0.000488,-0.010999,-0.008652,-0.002998,-0.491574,EGO,Patrolling,N/A,0,2025-06-20T11:31:12.135Z
A-DEN,Drone10,10,7.762,25.849,12.330,-24.063,2.017,2.002,0.247,0.003,-0.000054,0.000004,0.001413,-0.002681,0.000339,0.124275,EGO,Patrolling,N/A,0,2025-06-20T11:31:12.224Z
A-DEN,Drone11,10,7.762,25.054,18.802,-25.390,3.212,-3.102,0.831,-0.026,-0.019322,0.027254,0.118646,-0.026346,-0.016804,2.783621,EGO,Patrolling,N/A,0,2025-06-20T11:31:12.244Z
A-DEN,Drone12,10,7.762,-26.833,16.225,-26.225,1.998,-1.241,1.566,0.003,-0.000113,0.000002,-0.000636,-0.002610,-0.000051,2.240767,EGO,Patrolling,N/A,0,2025-06-20T11:31:12.273Z
A-DEN,Drone1,11,8.513,-4.897,19.601,-15.220,2.658,-1.983,-1.770,0.003,-0.004310,0.000059,-0.008672,-0.004964,0.000958,-2.410281,EGO,Patrolling,N/A,0,2025-06-20T11:31:12.507Z
